fname,dialogue,summary
test_84,"#Person1#: Excuse me, I'm lost. Can you show me where I am in this map?
#Person2#: Er, let me see. Oh, look, you're right here. Pretty close to the Olympic Park.
#Person1#: That's great! It's not my day. I just have very bad sense of direction.
#Person2#: Is this your first time here? Where are you going?
#Person1#: I am supposed to go to Liu Ichang.
#Person2#: Oh, there are many Chinese antique stores. They get paintings, too. Do you get interested in them?
#Person1#: Yes. Yes. Can you tell me how to get there?
#Person2#: Wow, it is quite far away from here. I'm afraid you're gonna have to take Bus No. 713.",#Person1# is lost and #Person2# helps #Person1# find the way to Liu Ichang.
test_85,"#Person1#: What's the matter with this computer?
#Person2#: I don't know, but it just doesn't work well. Whenever I start it, it stops running.
#Person1#: Have you asked Mr. Li for some advice?
#Person2#: Yes, I have, but he doesn't seem to be able to solve the problem, either. Can you help me?
#Person1#: Me? I know nothing more than playing computer games.
#Person2#: What shall I do? I have to finish this report this afternoon, but...
#Person1#: But why don't you ring up the repairmen? They will be able to settle the problem.
#Person2#: Yes, I'll ring them up.",#Person2#'s computer doesn't work well. #Person1# advises #Person2# to ring up the repairmen.
test_86,"#Person1#: May I help you, sir?
#Person2#: Yes. I'm looking for a nice gift for my mother. It's her birthday tomorrow.
#Person1#: Do you have anything special in mind?
#Person2#: No, not really.
#Person1#: Perhaps she would like a necklace. We have many choices here.
#Person2#: No, thanks. My mom doesn't like jewels.
#Person1#: Well, then. Maybe a watch would be nice.
#Person2#: Yes, that's it. She does need a new watch with big, clear numbers. She has complained a lot about the small numbers on her watch.
#Person1#: This gold one is pretty, and I'm sure it will be easy for her to read the time.
#Person2#: Don't you think it's a bit too fancy for old ladies?
#Person1#: No, it actually sells very well and the old ladies like it very much.
#Person2#: Maybe you are right. I'll take it.
#Person1#: I'm sure your mother will love it.
#Person2#: I hope so.",#Person2# wants to buy a gift for his mother's birthday. #Person1# recommends a gold watch and #Person2# buys it.
test_87,"#Person1#: Ah, good morning, Ms. Ross, do come in.
#Person2#: Hello, Mr. Fisher. Nice to see you.
#Person1#: Face to face instead of on the phone, what? Haha. How are you?
#Person2#: Fine, thanks, very well.
#Person1#: Oh, do sit down. Would you like some coffee?
#Person2#: Oh, yes please, black.
#Person1#: Here you are.
#Person2#: Thanks. Well, how's it all going?
#Person1#: Oh, not too bad, we're just about to open a branch in New Zealand. Oh! ... I'm hoping to--if I can justify it to the marketing director! How's your little boy, has he started school yet?
#Person2#: Oh, yes, he's in the second year now.
#Person1#: What, already? Doesn't time fly! Is he enjoying it?
#Person2#: Very much, it's much more fun than being home!
#Person1#: Haha. Well, I suppose we'd better make a start. Shall we get down to business?
#Person2#: Right. First of all can I confirm the time and date of the presentation? It's Saturday 24 October in the morning. What time exactly?
#Person1#: Well, on the invitations we've sent out we've said that the presentation itself will start at 11 and go on till 12:30.
#Person2#: So you'll need the room from about 10 till 2. Would you like us to serve coffee beforehand?
#Person1#: Yes, yes. Oh, and drinks and snacks at the end.
#Person2#: Better to have buffet lunch?
#Person1#: No, I... people who are invited won't be expecting a free lunch. They might think that's overdoing it. They'll want to get back to their families, as it's Saturday.
#Person2#: All right, the normal pre-lunch snack buffet will be what you need--that's basically the same as what you had last February.
#Person1#: Oh, that'll be fine.
#Person2#: OK, well, we'll charge for the room, coffee and snack buffet at the standard rate less 15%, as we agreed. And we'll charge for the drinks served on a pro-rata basis.
#Person1#: Free, fine, yes.
#Person2#: What type of... um.., equipment, furniture would you like?
#Person1#: Well, let's have.., um... four.., no, no... five tables for our display. Er... we'll bring our own stands. Now, there's an overhead projector and sound system already in the room, I believe? Can you get someone to check that before we come, you know, to see that it's working?
#Person2#: Oh, of course, the technician will be with you when you're setting everything up. Oh, the seats in that room have flap-over desk tops, will that be all right?
#Person1#: Yes, yes, that's fine, sure.
#Person2#: You say you've sent out the invitations, any idea how many people there'll be? Urn... I think you know there's... the capacity for the room is about 50, but 40 is ideal.
#Person1#: Yes, ah... the problem is that we won't know exactly how many there'll be until shortly before.
#Person2#: Can you let me know definitely by Thursday?
#Person1#: Mm... no. But I'll have a rough idea and we'll budget for the number I give you then. We've sent out 100 invitations...
#Person2#: 100?!
#Person1#: Yes, well, in theory that meant that there could be 200 people.
#Person2#: Yes, but the room won't...
#Person1#: But of course, haha... I don't expect more than about 30 to come.
#Person2#: But what if they do? This room is the only one we have that day--there's a wedding reception in the banqueting rooms, so we...
#Person1#: Well, in that case, I suppose...","Mr. Fisher and Ms. Ross are talking about the presentation in the morning of Saturday 24th October. They confirm the time, date, coffee, snack buffet, equipment, and furniture. Mr. Fisher says he has sent out 100 invitations and expects about 30 people to come, but Ms. Ross worries that the room is not big enough for so many people."
test_88,"#Person1#: What are the main differences between this country and your country?
#Person2#: Well, in Russia, everything happens very fast. People talk quickly, they drive their cars too fast, the good deals go by really quickly...but here in Canada, it seems like people are a little more relaxed.
#Person1#: Is that true for everything?
#Person2#: No, of course not. In Russia, going to the bank can take hours. The same is true for the post office and the supermarket. In Canada, however, these places are pretty easy to get through quickly.
#Person1#: So, what is it that makes some things go either faster or slower compared to us here in Canada? I was born and raised here, so I guess I don't notice these things. I've also never been outside the country before.
#Person2#: I think the people in Russia are fast movers by nature, at least in the big cities. Public places are still very slow because they haven't tried to do business any differently than they used to.
#Person1#: But in Canada, it's the opposite?
#Person2#: Right. The government here does a great job of solving problems and using new technology to make businesses work better. But I think Canadians are just more calm in general than Russians are... and they're definitely more relaxed than Americans!
#Person1#: Well, I agree with you about that last part!","#Person2# tells #Person1# that everything happens very fast in Russia, but people are more relaxed in Canada. #Person2# thinks the people in Russia are fast movers by nature and the government in Canada does a great job of solving problems and using new technology to make businesses work better."
test_89,"#Person1#: Where are you going on vacation this year?
#Person2#: Well, we were thinking about going on the voyage to the Caribbean Sea. It's a beautiful part of the world.
#Person1#: It certainly is. I went on one last year. But the weather can sometimes be really bad.
#Person2#: I know. I have been reading weather reports for the Caribbean on the internet. They seem to have lots of storms.
#Person1#: They certainly do. When we went on a voyage, we stopped at Jamaica and the Cayman Islands. And both had been hit by storms two weeks before. You could still see a lot of damage.
#Person2#: Well, if I decide to go, I'll just have to hope for the best.",#Person2# tells #Person1# #Person2# is thinking of going on a voyage to the Caribbean Sea. #Person1# reminds #Person2# of the storms there.
test_90,"#Person1#: Mum, have we got any fruit to take on the picnic? I thought there were some oranges and bananas.
#Person2#: Here are the bananas. Let's take them. Oh the oranges have all gone. What about taking some grapes or apples as well?
#Person1#: OK, let's take the grapes. That'll be enough.",#Person1# and #Person2# are preparing for a picnic.
test_91,"#Person1#: How much is it to rent an economy car? 
#Person2#: $19 a day or$129 a week, unlimited mileage. 
#Person1#: Could I have one for tomorrow morning? 
#Person2#: Could I see your driver's license? 
#Person1#: Sure here it is. 
#Person2#: Good. Now just complete this form. ",#Person1# rents an economy car from #Person2# for tomorrow morning.
test_92,"#Person1#: It depends on where you are and what position you are in. For instance, if you are in an elevator and you smile, you will make other takers uncomfortable. 
#Person2#: That's an exception. But I am fed up with those who keep a straight face in front of me. 
#Person1#: I cannot see eye to eye with you here. You see, I am fed up with those who keep smiling to me. I mean, they smile for no reason at all. 
#Person2#: That means you don't like them. If you hit it off with them, you will like to see their smiles. ","#Person1# and #Person2# are discussing whether to smile to strangers. #Person1# doesn't like people who smile for no reason, but #Person2# thinks otherwise."
test_93,"#Person1#: Did you see the information on sales for last year? The sales review was made at our last board meeting. There's a great news for our shareholders. 
#Person2#: Yeah, I went over the figures this morning. We're finally started making money again! 
#Person1#: We've never sold this much before, our growth this year has been phenomenal. We have captured 8% of the market, up from last year by 120%. Our strategy is working! 
#Person2#: not only our annual sales brake a record, but our month by month earnings exceeded our forecast as well. After a two-year slump, we finally back in the black. 
#Person1#: The company's performance has improved since Wallace became president. He's made our little business into a real lucrative operation. Products are selling like hotcakes. 
#Person2#: I think our success is partly because of Wallace's contribution, and partly because of our new marketing strategy. Because of the new advertising campaign, we have become the top sellers in the field. 
#Person1#: Let's hope this stroke of good luck lasts. I hope we are over our financial difficulties for good. 
#Person2#: Let's hope it is! ",#Person1# and #Person2# talk about the sales review made at their last board meeting. They are happy that their company has finally started making money again. They think it's partly because of Wallace's contribution and partly because of their new marketing strategy.
test_94,"#Person1#: Hey, How's it going? 
#Person2#: Not good. I lost my backpack.
#Person1#: Oh, that's too bad. Is anything important in it?
#Person2#: Just my wallet. There's some money in it.
#Person1#: Is your ID lost?
#Person2#: No, thank god.
#Person1#: Was your backpack stolen?
#Person2#: No, I took a taxi yesterday, and I left it in the car.
#Person1#: Sorry to hear that. Did you call the driver?
#Person2#: No, I didn't ask for the recipt so I don't have the number.
#Person1#: That's too bad. Is there anything I can do?
#Person2#: Can I borrow some money? 
#Person1#: Sure, how much do you need? 
#Person2#: About 50 dollars. 
#Person1#: That's no problem. 
#Person2#: Thanks. I'll pay you back on Friday. 
#Person1#: That'll be fine. Here you are.
#Person2#: Thank you.
#Person1#: What are you going to do now?
#Person2#: I'm going to take a bus home, and ask for some money from my mom.
#Person1#: If you wait a minute I drive you home.
#Person2#: That's really nice of you!",#Person2# lost #Person2#'s backpack in the taxi yesterday and asks #Person1# for some money. #Person1# lends #Person2# 50 dollars and drives #Person2# home.
test_95,"#Person1#: Thank you. Steven. That was the most magnificent meal I've had abroad. You'll have to let me reciprocate the next time you're in Beijing. 
#Person2#: Don't worry about it, Lin. That's no big deal. You know, Americans appreciate China's rich culinary culture. Just excuse me for a second while I check the number here and figure out how much to give the waiter. Hmm, by the way, what do you do about tipping in China? 
#Person1#: We don't . 
#Person2#: No tipping? Now that's what I call a civilized system. 
#Person1#: At hotels and some restaurants they add a service charge to the bill, but other than that , tipping isn't customary. 
#Person2#: What about cab drivers and porters? 
#Person1#: In a cab you just pay what it says on the meter. I generally tip hotel porters 10 yuan per bag, but in first-class hotels they're instructed not to accept gratuities. 
#Person2#: You'd have a revolution on your hands if you tried to introduce that sort of system here. ",Lin thanks Steven for the magnificent meal. Lin tells Steven that tipping isn't customary in China. Steven thinks it's civilized.
test_96,"#Person1#: Bill, how can you hear so happy today? 
#Person2#: Aha. I've read of my roommate. I made a move today. 
#Person1#: Really? What was the matter? 
#Person2#: You knew Brain Locker? 
#Person1#: Brain Locker? No, I don't think so. What does he look like? 
#Person2#: Well, he's thin and tall. He has brown hair, a holt nose, green eyes and wearing glasses. 
#Person1#: Mm. I've seen him a couple of times, I think. ",Bill tells #Person1# he made a move today and describes his roommate Brain Locker.
test_97,"#Person1#: I'd like to pay my bill now. 
#Person2#: Your name and room number, please? 
#Person1#: Tom Wilson in Room 306. 
#Person2#: Have you used any hotel services this morning? 
#Person1#: No. 
#Person2#: OK. You have stayed for four nights at 90 US dollars each, and here are the meals that you had at the hotel. That makes a total of 660 US dollars. 
#Person1#: Can I pay by credit card? 
#Person2#: Of course. Please sign your name here. ",#Person2# helps Tom Wilson pay his bill with a credit card.
test_98,"#Person1#: Carol telephone.
#Person2#: Who is it?
#Person1#: I don't know, wait a second. May I ask who's calling please? Carrollite Susan.
#Person2#: Oh, I'm taking a shower can you ask her if it's important?
#Person1#: Sorry Susan, Carol can't come to the phone right now, is there something I can help you with? Oh, I see, Carol she wants to know if the party is tonight or tomorrow night.
#Person2#: Tell her it is tomorrow night at 8:30 at Jills House, tell her to bring a dessert if she wants.
#Person1#: She said it is tomorrow night at 8:30 at Jills House, she said you could bring a dessert if you want. Sure no problem have a good evening. Bye.",#Person1# answers the phone for Carol. Carol is taking a shower. #Person1# tells Susan the party is tomorrow night and Carol wants Susan to bring a dessert.
test_99,"#Person1#: Hey, don't I know you from somewhere?
#Person2#: No, sorry. I don't think so.
#Person1#: Didn't you use to work at Common Fitness Gym?
#Person2#: No, I'm afraid I did not.
#Person1#: Oh, but I know you from somewhere else. Did you use to work at the movie theater downtown? You did. Yes. It's you. I go there all the time and you always sell me popcorn and soda.
#Person2#: No, that's not me either. Sorry, ma'am. Perhaps I look familiar to you, but ...
#Person1#: No, I know you. I have met you before! Hold on. Let me think. This is driving me crazy. I know that we've talked before. Oh, I remember now. You work at the Whole Bean Cafe on the corner. It that right?
#Person2#: No, wrong again. Sorry, ma'am, but I really have to get going.",#Person1# thinks #Person2# looks familiar and tries to recall where #Person1# has met #Person2# before but fails.
